epoch,class_0_tp,class_0_fp,class_0_tn,class_0_fn,class_1_tp,class_1_fp,class_1_tn,class_1_fn,accuracy,roc_auc,f1_score,loss
45,79.0,8.0,98.0,14.0,98.0,14.0,79.0,8.0,0.8894472361809045,0.9509028200446338,0.8990825688073395,0.3064221114425653
46,89.0,7.0,92.0,11.0,92.0,11.0,89.0,7.0,0.9095477386934674,0.9628282828282828,0.9108910891089108,0.2780871528163365
47,74.0,6.0,110.0,9.0,110.0,9.0,74.0,6.0,0.9246231155778895,0.9815122559202327,0.9361702127659575,0.2180862905195535
48,84.0,9.0,94.0,12.0,94.0,12.0,84.0,9.0,0.8944723618090452,0.9630865695792881,0.8995215311004785,0.2803224687717256
49,92.0,7.0,88.0,12.0,88.0,12.0,92.0,7.0,0.9045226130653267,0.958502024291498,0.9025641025641025,0.2740376612555292
50,80.0,9.0,101.0,9.0,101.0,9.0,80.0,9.0,0.9095477386934674,0.9747701736465781,0.9181818181818182,0.24792001912155043
51,78.0,7.0,105.0,9.0,105.0,9.0,78.0,7.0,0.9195979899497487,0.9686986863711001,0.9292035398230089,0.2507126906268935
52,91.0,6.0,93.0,9.0,93.0,9.0,91.0,6.0,0.9246231155778895,0.9802020202020202,0.9253731343283583,0.210078626499048
53,85.0,11.0,90.0,13.0,90.0,13.0,85.0,11.0,0.8793969849246231,0.9539300868862397,0.8823529411764707,0.28441573362844297
54,93.0,4.0,94.0,8.0,94.0,8.0,93.0,4.0,0.9396984924623115,0.976762982420691,0.9400000000000001,0.21420976541580716
55,97.0,3.0,93.0,6.0,93.0,6.0,97.0,3.0,0.9547738693467337,0.9880663430420712,0.9538461538461539,0.17656168521817156
56,85.0,5.0,100.0,9.0,100.0,9.0,85.0,5.0,0.9296482412060302,0.9787234042553192,0.9345794392523364,0.21301939164583183
57,85.0,3.0,103.0,8.0,103.0,8.0,85.0,3.0,0.9447236180904522,0.9779874213836478,0.9493087557603687,0.1931396407313907
58,91.0,5.0,94.0,9.0,94.0,9.0,91.0,5.0,0.9296482412060302,0.9711111111111111,0.9306930693069307,0.2340575906298306
59,86.0,9.0,96.0,8.0,96.0,8.0,86.0,9.0,0.914572864321608,0.9782168186423505,0.9186602870813396,0.21837300011635424
60,95.0,2.0,97.0,5.0,97.0,5.0,95.0,2.0,0.964824120603015,0.9848484848484849,0.9651741293532337,0.18026068464071307
61,95.0,5.0,92.0,7.0,92.0,7.0,95.0,5.0,0.9396984924623115,0.991611077420659,0.9387755102040816,0.15801153054470243
62,85.0,6.0,97.0,11.0,97.0,11.0,85.0,6.0,0.914572864321608,0.9754247572815534,0.9194312796208531,0.22187206075625054
63,94.0,3.0,96.0,6.0,96.0,6.0,94.0,3.0,0.9547738693467337,0.9912121212121212,0.955223880597015,0.16856303299313888
64,88.0,6.0,95.0,10.0,95.0,10.0,88.0,6.0,0.9195979899497487,0.9873711860982017,0.9223300970873787,0.17695485229543106
65,102.0,4.0,85.0,8.0,85.0,8.0,102.0,4.0,0.9396984924623115,0.9914198161389172,0.934065934065934,0.16839793920353166
66,97.0,2.0,99.0,1.0,99.0,1.0,97.0,2.0,0.9849246231155779,0.999191755910285,0.9850746268656716,0.11891162256480911
67,103.0,5.0,86.0,5.0,86.0,5.0,103.0,5.0,0.949748743718593,0.9945054945054945,0.945054945054945,0.14082973105271332
68,92.0,7.0,93.0,7.0,93.0,7.0,92.0,7.0,0.9296482412060302,0.9796969696969696,0.93,0.2033923662164665
69,90.0,4.0,102.0,3.0,102.0,3.0,90.0,4.0,0.964824120603015,0.9895516331913168,0.9668246445497629,0.13966703856242213
70,91.0,5.0,99.0,4.0,99.0,4.0,91.0,5.0,0.9547738693467337,0.983502024291498,0.9565217391304348,0.1773707968611083
71,98.0,4.0,92.0,5.0,92.0,5.0,98.0,4.0,0.9547738693467337,0.9918082524271845,0.9533678756476685,0.13303411714311444
72,90.0,5.0,98.0,6.0,98.0,6.0,90.0,5.0,0.9447236180904522,0.9820995145631068,0.9468599033816425,0.18377113764071323
73,98.0,4.0,91.0,6.0,91.0,6.0,98.0,4.0,0.949748743718593,0.9880566801619434,0.9479166666666666,0.16989274078455927
74,95.0,3.0,96.0,5.0,96.0,5.0,95.0,3.0,0.9597989949748744,0.993939393939394,0.96,0.14013992363923983
75,81.0,5.0,106.0,7.0,106.0,7.0,81.0,5.0,0.9396984924623115,0.9798321048321048,0.9464285714285714,0.18414704081948716
76,98.0,1.0,95.0,5.0,95.0,5.0,98.0,1.0,0.9698492462311558,0.9927184466019418,0.9693877551020408,0.13195266066254796
77,96.0,4.0,91.0,8.0,91.0,8.0,96.0,4.0,0.9396984924623115,0.980668016194332,0.9381443298969072,0.18475602654712134
78,97.0,5.0,91.0,6.0,91.0,6.0,97.0,5.0,0.9447236180904522,0.9847289644012945,0.9430051813471502,0.17024026956027796
79,104.0,1.0,91.0,3.0,91.0,3.0,104.0,1.0,0.9798994974874372,0.9971556277935798,0.9784946236559139,0.12456369803207529
80,94.0,3.0,99.0,3.0,99.0,3.0,94.0,3.0,0.9698492462311558,0.9929250050535678,0.9705882352941176,0.11947881235406457
81,89.0,4.0,100.0,6.0,100.0,6.0,89.0,4.0,0.949748743718593,0.986842105263158,0.9523809523809524,0.1582098852061484
82,101.0,3.0,94.0,1.0,94.0,1.0,101.0,3.0,0.9798994974874372,0.9975742874469375,0.9791666666666666,0.0988597669866844
83,101.0,1.0,94.0,3.0,94.0,3.0,101.0,1.0,0.9798994974874372,0.9980769230769231,0.9791666666666666,0.08537519263892186
84,105.0,3.0,88.0,3.0,88.0,3.0,105.0,3.0,0.9698492462311558,0.9951159951159951,0.967032967032967,0.12184439439457564
85,92.0,2.0,103.0,2.0,103.0,2.0,92.0,2.0,0.9798994974874372,0.9977710233029381,0.9809523809523809,0.0951529468746678
86,101.0,1.0,91.0,6.0,91.0,6.0,101.0,1.0,0.964824120603015,0.993396993092239,0.9629629629629629,0.12299596707409145
87,88.0,4.0,102.0,5.0,102.0,5.0,88.0,4.0,0.9547738693467337,0.9918847636437411,0.9577464788732395,0.1258758201279055
88,87.0,3.0,103.0,6.0,103.0,6.0,87.0,3.0,0.9547738693467337,0.9930006086427267,0.958139534883721,0.12311250808761086
89,72.0,2.0,120.0,5.0,120.0,5.0,72.0,2.0,0.964824120603015,0.9843517138599106,0.97165991902834,0.139657454051536
90,96.0,2.0,98.0,3.0,98.0,3.0,96.0,2.0,0.9748743718592965,0.9968686868686868,0.9751243781094527,0.10526827472641166
91,90.0,2.0,104.0,3.0,104.0,3.0,90.0,2.0,0.9748743718592965,0.9979711909109352,0.9765258215962441,0.08576678842874759
92,97.0,2.0,98.0,2.0,98.0,2.0,97.0,2.0,0.9798994974874372,0.9983838383838385,0.98,0.07884993860626771
93,91.0,2.0,100.0,6.0,100.0,6.0,91.0,2.0,0.9597989949748744,0.9917121487770366,0.9615384615384616,0.13782004681801957
94,99.0,2.0,94.0,4.0,94.0,4.0,99.0,2.0,0.9698492462311558,0.9964603559870551,0.9690721649484536,0.09666474408004433
95,85.0,2.0,106.0,6.0,106.0,6.0,85.0,2.0,0.9597989949748744,0.9906389906389906,0.9636363636363636,0.13001524311977078
96,90.0,1.0,103.0,5.0,103.0,5.0,90.0,1.0,0.9698492462311558,0.9962550607287449,0.9716981132075472,0.10756720741684245
97,100.0,0.0,95.0,4.0,95.0,4.0,100.0,0.0,0.9798994974874372,0.9979757085020243,0.979381443298969,0.08351031572899627
98,103.0,3.0,88.0,5.0,88.0,5.0,103.0,3.0,0.9597989949748744,0.9907407407407408,0.9565217391304348,0.13090135102849407
99,93.0,2.0,103.0,1.0,103.0,1.0,93.0,2.0,0.9849246231155779,0.9987841945288753,0.985645933014354,0.06765223381603278
100,104.0,4.0,86.0,5.0,86.0,5.0,104.0,4.0,0.9547738693467337,0.9940876656472988,0.9502762430939227,0.11938257922650077
101,102.0,3.0,90.0,4.0,90.0,4.0,102.0,3.0,0.964824120603015,0.9972611077297626,0.9625668449197862,0.09097076619650007
102,89.0,2.0,106.0,2.0,106.0,2.0,89.0,2.0,0.9798994974874372,0.9986772486772487,0.9814814814814815,0.07100959229323985
103,95.0,1.0,100.0,3.0,100.0,3.0,95.0,1.0,0.9798994974874372,0.9986866033542129,0.9803921568627452,0.06060889499828257
104,89.0,1.0,109.0,0.0,109.0,0.0,89.0,1.0,0.9949748743718593,1.0,0.995433789954338,0.05279905793090917
105,91.0,2.0,103.0,3.0,103.0,3.0,91.0,2.0,0.9748743718592965,0.9989868287740629,0.976303317535545,0.07243364200261586
106,91.0,4.0,101.0,3.0,101.0,3.0,91.0,4.0,0.964824120603015,0.9947315096251267,0.9665071770334929,0.1033586223408505
107,93.0,2.0,103.0,1.0,103.0,1.0,93.0,2.0,0.9849246231155779,0.9989868287740628,0.985645933014354,0.06337247880809851
108,102.0,0.0,95.0,2.0,95.0,2.0,102.0,0.0,0.9899497487437185,0.9998987854251012,0.9895833333333333,0.04819372006523512
109,107.0,3.0,85.0,4.0,85.0,4.0,107.0,3.0,0.964824120603015,0.994062244062244,0.96045197740113,0.11444945977041357
110,88.0,2.0,106.0,3.0,106.0,3.0,88.0,2.0,0.9748743718592965,0.9987789987789988,0.9769585253456222,0.06656092963995758
111,92.0,5.0,100.0,2.0,100.0,2.0,92.0,5.0,0.964824120603015,0.9950354609929077,0.966183574879227,0.10390042056371669
112,83.0,0.0,115.0,1.0,115.0,1.0,83.0,0.0,0.9949748743718593,0.9980331262939959,0.9956709956709957,0.051061148882782716
113,101.0,0.0,97.0,1.0,97.0,1.0,101.0,0.0,0.9949748743718593,1.0,0.9948717948717948,0.03172435778211896
114,99.0,0.0,99.0,1.0,99.0,1.0,99.0,0.0,0.9949748743718593,1.0,0.9949748743718593,0.03910959621098117
115,104.0,2.0,91.0,2.0,91.0,2.0,104.0,2.0,0.9798994974874372,0.9995942381821871,0.978494623655914,0.059670974714880406
116,102.0,0.0,96.0,1.0,96.0,1.0,102.0,0.0,0.9949748743718593,0.9966626213592233,0.9948186528497409,0.052580914421219975
117,98.0,2.0,99.0,0.0,99.0,0.0,98.0,2.0,0.9899497487437185,0.9997979389775712,0.99,0.04667566670836113
118,97.0,0.0,102.0,0.0,102.0,0.0,97.0,0.0,1.0,1.0,1.0,0.02597064836548604
119,106.0,5.0,86.0,2.0,86.0,2.0,106.0,5.0,0.964824120603015,0.9966422466422467,0.9608938547486033,0.0870716978307935
120,97.0,4.0,94.0,4.0,94.0,4.0,97.0,4.0,0.9597989949748744,0.9905031319458477,0.9591836734693877,0.10628640881433016
121,93.0,2.0,98.0,6.0,98.0,6.0,93.0,2.0,0.9597989949748744,0.9965656565656567,0.9607843137254902,0.08974483236787495
122,94.0,0.0,104.0,1.0,104.0,1.0,94.0,0.0,0.9949748743718593,1.0,0.9952153110047847,0.05024664073447748
123,80.0,0.0,117.0,2.0,117.0,2.0,80.0,0.0,0.9899497487437185,0.9994788409422556,0.9915254237288135,0.0485847726632167
124,92.0,1.0,104.0,2.0,104.0,2.0,92.0,1.0,0.9849246231155779,0.9994934143870314,0.9857819905213271,0.05057800594359243
125,111.0,1.0,83.0,4.0,83.0,4.0,111.0,1.0,0.9748743718592965,0.99824016563147,0.9707602339181286,0.0690738779744812
126,101.0,0.0,98.0,0.0,98.0,0.0,101.0,0.0,1.0,1.0,1.0,0.0262429374951668
127,109.0,1.0,87.0,2.0,87.0,2.0,109.0,1.0,0.9849246231155779,0.9989762489762489,0.983050847457627,0.04811709021140901
128,108.0,5.0,85.0,1.0,85.0,1.0,108.0,5.0,0.9698492462311558,0.9876656472986749,0.9659090909090908,0.11099181715814378
129,93.0,0.0,104.0,2.0,104.0,2.0,93.0,0.0,0.9899497487437185,0.9998987854251011,0.9904761904761905,0.03881155472247623
130,97.0,1.0,98.0,3.0,98.0,3.0,97.0,1.0,0.9798994974874372,0.9995959595959596,0.98,0.04686158957531975
131,96.0,0.0,103.0,0.0,103.0,0.0,96.0,0.0,1.0,1.0,1.0,0.021708353931533555
132,98.0,0.0,101.0,0.0,101.0,0.0,98.0,0.0,1.0,1.0,1.0,0.019888304178333892
133,90.0,1.0,106.0,2.0,106.0,2.0,90.0,1.0,0.9849246231155779,0.9995936611133686,0.986046511627907,0.03724387834455827
134,90.0,6.0,95.0,8.0,95.0,8.0,90.0,6.0,0.9296482412060302,0.9861588199636291,0.9313725490196079,0.1585630795505394
135,94.0,1.0,102.0,2.0,102.0,2.0,94.0,1.0,0.9849246231155779,0.9975728155339806,0.9855072463768114,0.06909511822504553
136,109.0,0.0,90.0,0.0,90.0,0.0,109.0,0.0,1.0,1.0,1.0,0.027091896552656865
137,108.0,0.0,91.0,0.0,91.0,0.0,108.0,0.0,1.0,1.0,1.0,0.01894890013953493
138,105.0,1.0,92.0,1.0,92.0,1.0,105.0,1.0,0.9899497487437185,0.9998985595455467,0.989247311827957,0.029761747340671718
139,77.0,0.0,121.0,1.0,121.0,1.0,77.0,0.0,0.9949748743718593,0.9926891290527655,0.9958847736625513,0.0530711238222178
140,94.0,3.0,98.0,4.0,98.0,4.0,94.0,3.0,0.964824120603015,0.9966659931299253,0.9655172413793103,0.08868793241653929
141,110.0,2.0,87.0,0.0,87.0,0.0,110.0,2.0,0.9899497487437185,0.9995914198161389,0.9886363636363636,0.04047300602527611
142,114.0,2.0,77.0,6.0,77.0,6.0,114.0,2.0,0.9597989949748744,0.9934599156118143,0.9506172839506173,0.1057906297264251
143,101.0,2.0,95.0,1.0,95.0,1.0,101.0,2.0,0.9849246231155779,0.9995957145744896,0.9844559585492227,0.04680167620822591
144,93.0,3.0,100.0,3.0,100.0,3.0,93.0,3.0,0.9698492462311558,0.997168284789644,0.970873786407767,0.07446317697685662
145,109.0,0.0,89.0,1.0,89.0,1.0,109.0,0.0,0.9949748743718593,1.0,0.9944134078212291,0.026752265233981738
146,104.0,1.0,92.0,2.0,92.0,2.0,104.0,1.0,0.9849246231155779,0.9994927977277338,0.983957219251337,0.036311003516267884
147,99.0,0.0,99.0,1.0,99.0,1.0,99.0,0.0,0.9949748743718593,1.0,0.9949748743718593,0.024837009894080112
148,117.0,0.0,80.0,2.0,80.0,2.0,117.0,0.0,0.9899497487437185,0.9996848739495798,0.9876543209876543,0.036831786272077394
149,96.0,1.0,101.0,1.0,101.0,1.0,96.0,1.0,0.9899497487437185,0.9995957145744896,0.9901960784313726,0.03634365679928448
150,99.0,0.0,100.0,0.0,100.0,0.0,99.0,0.0,1.0,1.0,1.0,0.012066782077326295
151,101.0,0.0,98.0,0.0,98.0,0.0,101.0,0.0,1.0,1.0,1.0,0.009438529114406229
152,108.0,1.0,88.0,2.0,88.0,2.0,108.0,1.0,0.9849246231155779,0.998467824310521,0.9832402234636872,0.043561272226606294
153,101.0,1.0,96.0,1.0,96.0,1.0,101.0,1.0,0.9899497487437185,0.9997978572872448,0.9896907216494846,0.027745377904169224
154,85.0,3.0,104.0,7.0,104.0,7.0,85.0,3.0,0.949748743718593,0.9832385209264527,0.9541284403669725,0.1436825750283628
155,102.0,0.0,96.0,1.0,96.0,1.0,102.0,0.0,0.9949748743718593,0.9996966019417476,0.9948186528497409,0.03783121707190493
156,100.0,0.0,99.0,0.0,99.0,0.0,100.0,0.0,1.0,1.0,1.0,0.020450343855834524
157,107.0,2.0,87.0,3.0,87.0,3.0,107.0,2.0,0.9748743718592965,0.9927477017364658,0.9720670391061451,0.0982979456477286
158,89.0,0.0,110.0,0.0,110.0,0.0,89.0,0.0,1.0,1.0,1.0,0.028305623669969388
159,90.0,1.0,107.0,1.0,107.0,1.0,90.0,1.0,0.9899497487437185,0.9997964997964999,0.9907407407407407,0.03212545030099812
160,104.0,1.0,93.0,1.0,93.0,1.0,104.0,1.0,0.9899497487437185,0.9998986828774064,0.9893617021276596,0.03240656545142943
161,95.0,0.0,104.0,0.0,104.0,0.0,95.0,0.0,1.0,1.0,1.0,0.015637012305768937
162,107.0,0.0,92.0,0.0,92.0,0.0,107.0,0.0,1.0,1.0,1.0,0.008334051307826653
163,103.0,3.0,90.0,3.0,90.0,3.0,103.0,3.0,0.9698492462311558,0.9972611077297626,0.967741935483871,0.07431842566976188
164,106.0,1.0,92.0,0.0,92.0,0.0,106.0,1.0,0.9949748743718593,1.0,0.9945945945945946,0.026515414950469433
165,102.0,0.0,97.0,0.0,97.0,0.0,102.0,0.0,1.0,1.0,1.0,0.009327388365036953
166,87.0,0.0,112.0,0.0,112.0,0.0,87.0,0.0,1.0,1.0,1.0,0.010052938515615261
167,105.0,0.0,92.0,2.0,92.0,2.0,105.0,0.0,0.9899497487437185,0.9993904916700528,0.989247311827957,0.04094845407798035
168,90.0,3.0,105.0,1.0,105.0,1.0,90.0,3.0,0.9798994974874372,0.9979649979649979,0.9813084112149533,0.05926336393131168
169,92.0,0.0,107.0,0.0,107.0,0.0,92.0,0.0,1.0,1.0,1.0,0.024400885093602675
170,101.0,0.0,98.0,0.0,98.0,0.0,101.0,0.0,1.0,1.0,1.0,0.016051128401945173
171,102.0,0.0,97.0,0.0,97.0,0.0,102.0,0.0,1.0,1.0,1.0,0.008243470885042082
172,88.0,0.0,108.0,3.0,108.0,3.0,88.0,0.0,0.9849246231155779,1.0,0.9863013698630138,0.028508114110913606
173,98.0,0.0,101.0,0.0,101.0,0.0,98.0,0.0,1.0,1.0,1.0,0.01873882408455674
174,88.0,5.0,101.0,5.0,101.0,5.0,88.0,5.0,0.949748743718593,0.9868127409210794,0.9528301886792453,0.13320544055783268
175,106.0,3.0,88.0,2.0,88.0,2.0,106.0,3.0,0.9748743718592965,0.9985754985754985,0.9723756906077348,0.06300147316341367
176,104.0,0.0,95.0,0.0,95.0,0.0,104.0,0.0,1.0,1.0,1.0,0.012244101064297226
177,105.0,0.0,94.0,0.0,94.0,0.0,105.0,0.0,1.0,1.0,1.0,0.012642372761392058
178,106.0,0.0,93.0,0.0,93.0,0.0,106.0,0.0,1.0,1.0,1.0,0.011663936306991562
179,98.0,0.0,100.0,1.0,100.0,1.0,98.0,0.0,0.9949748743718593,1.0,0.9950248756218906,0.023706246834469435
180,105.0,0.0,93.0,1.0,93.0,1.0,105.0,0.0,0.9949748743718593,0.9991884763643741,0.9946524064171123,0.035274143528044644
181,102.0,1.0,95.0,1.0,95.0,1.0,102.0,1.0,0.9899497487437185,0.9998988673139159,0.9895833333333334,0.02830262238732492
182,98.0,0.0,101.0,0.0,101.0,0.0,98.0,0.0,1.0,1.0,1.0,0.008850228606229507
183,109.0,0.0,90.0,0.0,90.0,0.0,109.0,0.0,1.0,1.0,1.0,0.009322875738538797
184,90.0,0.0,109.0,0.0,109.0,0.0,90.0,0.0,1.0,1.0,1.0,0.005461112681431719
185,101.0,0.0,98.0,0.0,98.0,0.0,101.0,0.0,1.0,1.0,1.0,0.00406737608597298
186,99.0,0.0,100.0,0.0,100.0,0.0,99.0,0.0,1.0,1.0,1.0,0.0036527185947119478
187,90.0,3.0,103.0,3.0,103.0,3.0,90.0,3.0,0.9698492462311558,0.9972611077297626,0.9716981132075472,0.07271633211195108
188,93.0,0.0,105.0,1.0,105.0,1.0,93.0,0.0,0.9949748743718593,0.9989868287740629,0.9952606635071091,0.03451353888701292
189,85.0,3.0,108.0,3.0,108.0,3.0,85.0,3.0,0.9698492462311558,0.9979524979524981,0.972972972972973,0.06322721783399357
190,96.0,0.0,102.0,1.0,102.0,1.0,96.0,0.0,0.9949748743718593,1.0,0.9951219512195122,0.029924233329813487
191,92.0,0.0,106.0,1.0,106.0,1.0,92.0,0.0,0.9949748743718593,1.0,0.9953051643192489,0.019912073423942064
192,104.0,0.0,95.0,0.0,95.0,0.0,104.0,0.0,1.0,1.0,1.0,0.0058155659041847175
193,108.0,0.0,91.0,0.0,91.0,0.0,108.0,0.0,1.0,1.0,1.0,0.0044282714468625905
194,95.0,1.0,103.0,0.0,103.0,0.0,95.0,1.0,0.9949748743718593,0.9998987854251011,0.9951690821256038,0.021085505332094592
195,103.0,0.0,96.0,0.0,96.0,0.0,103.0,0.0,1.0,1.0,1.0,0.01510435544117003
196,81.0,6.0,107.0,5.0,107.0,5.0,81.0,6.0,0.9447236180904522,0.9913562461411813,0.9511111111111111,0.12862174944952423
197,102.0,0.0,95.0,2.0,95.0,2.0,102.0,0.0,0.9899497487437185,0.9995951417004049,0.9895833333333333,0.040608660968332946
198,96.0,0.0,103.0,0.0,103.0,0.0,96.0,0.0,1.0,1.0,1.0,0.00855083169157315
199,87.0,0.0,112.0,0.0,112.0,0.0,87.0,0.0,1.0,1.0,1.0,0.008205145844694194
200,97.0,0.0,102.0,0.0,102.0,0.0,97.0,0.0,1.0,1.0,1.0,0.009846055409993892
