epoch,class_id,f1,auc,accuracy,precision,recall
1,0,0.5051546391752577,0.5205673758865249,0.5175879396984925,0.550561797752809,0.4666666666666667
1,1,0.5294117647058822,0.5205673758865248,0.5175879396984925,0.4909090909090909,0.574468085106383
2,0,0.7302904564315352,0.6584269662921347,0.6733668341708543,0.6717557251908397,0.8
2,1,0.5859872611464968,0.6584269662921349,0.6733668341708543,0.6764705882352942,0.5168539325842697
3,0,0.7489711934156379,0.6795380545380545,0.6934673366834171,0.674074074074074,0.8425925925925926
3,1,0.6064516129032259,0.6795380545380545,0.6934673366834171,0.734375,0.5164835164835165
4,0,0.7741935483870966,0.7515169902912622,0.7537688442211056,0.7368421052631579,0.8155339805825242
4,1,0.7292817679558011,0.7515169902912621,0.7537688442211056,0.7764705882352941,0.6875
5,0,0.7510917030567685,0.7055158324821246,0.7135678391959799,0.7226890756302521,0.7818181818181819
5,1,0.6627218934911242,0.7055158324821247,0.7135678391959799,0.7,0.6292134831460674
6,0,0.7850467289719627,0.7674348089751365,0.7688442211055276,0.75,0.8235294117647058
6,1,0.75,0.7674348089751365,0.7688442211055276,0.7931034482758621,0.711340206185567
7,0,0.7499999999999999,0.7269557307459065,0.7286432160804021,0.7105263157894737,0.7941176470588235
7,1,0.7032967032967034,0.7269557307459066,0.7286432160804021,0.7529411764705882,0.6597938144329897
8,0,0.7474747474747476,0.7500506072874494,0.7487437185929648,0.7184466019417476,0.7789473684210526
8,1,0.7499999999999999,0.7500506072874494,0.7487437185929648,0.78125,0.7211538461538461
9,0,0.7757009345794393,0.75707928802589,0.7587939698492462,0.7477477477477478,0.8058252427184466
9,1,0.7391304347826088,0.7570792880258901,0.7587939698492462,0.7727272727272727,0.7083333333333334
10,0,0.7431693989071038,0.7619336569579288,0.7638190954773869,0.7816091954022989,0.7083333333333334
10,1,0.7813953488372092,0.7619336569579287,0.7638190954773869,0.75,0.8155339805825242
11,0,0.8137254901960783,0.8101879927228623,0.8090452261306532,0.7757009345794392,0.8556701030927835
11,1,0.8041237113402062,0.8101879927228625,0.8090452261306532,0.8478260869565217,0.7647058823529411
12,0,0.8251121076233183,0.7997961264016309,0.8040201005025126,0.8070175438596491,0.8440366972477065
12,1,0.7771428571428571,0.799796126401631,0.8040201005025126,0.8,0.7555555555555555
13,0,0.8181818181818182,0.7957875457875458,0.7989949748743719,0.8035714285714286,0.8333333333333334
13,1,0.7752808988764045,0.7957875457875458,0.7989949748743719,0.7931034482758621,0.7582417582417582
14,0,0.7675675675675675,0.782338056680162,0.7839195979899497,0.7888888888888889,0.7473684210526316
14,1,0.7981220657276996,0.782338056680162,0.7839195979899497,0.7798165137614679,0.8173076923076923
15,0,0.8235294117647058,0.8189898989898989,0.8190954773869347,0.8076923076923077,0.84
15,1,0.8144329896907218,0.8189898989898989,0.8190954773869347,0.8315789473684211,0.797979797979798
16,0,0.8018867924528302,0.7880401704199634,0.7889447236180904,0.8018867924528302,0.8018867924528302
16,1,0.7741935483870968,0.7880401704199633,0.7889447236180904,0.7741935483870968,0.7741935483870968
17,0,0.8530805687203792,0.8434650455927052,0.8442211055276382,0.8490566037735849,0.8571428571428571
17,1,0.8342245989304814,0.8434650455927052,0.8442211055276382,0.8387096774193549,0.8297872340425532
18,0,0.8043478260869565,0.8186304436304437,0.8190954773869347,0.7956989247311828,0.8131868131868132
18,1,0.8317757009345794,0.8186304436304436,0.8190954773869347,0.839622641509434,0.8240740740740741
19,0,0.8512820512820514,0.8543056397816858,0.8542713567839196,0.8469387755102041,0.8556701030927835
19,1,0.8571428571428572,0.8543056397816859,0.8542713567839196,0.8613861386138614,0.8529411764705882
20,0,0.8235294117647058,0.8196356275303645,0.8190954773869347,0.84,0.8076923076923077
20,1,0.8144329896907218,0.8196356275303645,0.8190954773869347,0.797979797979798,0.8315789473684211
21,0,0.8421052631578948,0.848757324712063,0.8492462311557789,0.8695652173913043,0.8163265306122449
21,1,0.8557692307692306,0.848757324712063,0.8492462311557789,0.8317757009345794,0.8811881188118812
22,0,0.8909952606635071,0.8867482161060144,0.8844221105527639,0.9215686274509803,0.8623853211009175
22,1,0.8770053475935828,0.8867482161060142,0.8844221105527639,0.845360824742268,0.9111111111111111
23,0,0.8432432432432433,0.8544973544973545,0.8542713567839196,0.8297872340425532,0.8571428571428571
23,1,0.863849765258216,0.8544973544973545,0.8542713567839196,0.8761904761904762,0.8518518518518519
24,0,0.87,0.8709008097165993,0.8693467336683417,0.90625,0.8365384615384616
24,1,0.8686868686868687,0.8709008097165993,0.8693467336683417,0.8349514563106796,0.9052631578947369
25,0,0.8613861386138614,0.8610942249240122,0.8592964824120602,0.8969072164948454,0.8285714285714286
25,1,0.8571428571428571,0.8610942249240121,0.8592964824120602,0.8235294117647058,0.8936170212765957
26,0,0.8755760368663594,0.862891737891738,0.864321608040201,0.8715596330275229,0.8796296296296297
26,1,0.850828729281768,0.862891737891738,0.864321608040201,0.8555555555555555,0.8461538461538461
27,0,0.9278350515463918,0.9296038002829998,0.9296482412060302,0.9278350515463918,0.9278350515463918
27,1,0.9313725490196079,0.9296038002829998,0.9296482412060302,0.9313725490196079,0.9313725490196079
28,0,0.9116279069767442,0.9042531542531542,0.9045226130653267,0.9158878504672897,0.9074074074074074
28,1,0.8961748633879782,0.9042531542531542,0.9045226130653267,0.8913043478260869,0.9010989010989011
29,0,0.9178743961352657,0.9151469098277608,0.914572864321608,0.9313725490196079,0.9047619047619048
29,1,0.9109947643979057,0.9151469098277608,0.914572864321608,0.8969072164948454,0.925531914893617
30,0,0.9223300970873787,0.9212314871170624,0.9195979899497487,0.95,0.8962264150943396
30,1,0.9166666666666667,0.9212314871170624,0.9195979899497487,0.8888888888888888,0.946236559139785
31,0,0.9081632653061226,0.9096464646464646,0.9095477386934674,0.9270833333333334,0.89
31,1,0.9108910891089108,0.9096464646464647,0.9095477386934674,0.8932038834951457,0.9292929292929293
32,0,0.9239130434782609,0.9283181357649442,0.9296482412060302,0.9444444444444444,0.9042553191489362
32,1,0.9345794392523364,0.9283181357649443,0.9296482412060302,0.9174311926605505,0.9523809523809523
33,0,0.926605504587156,0.9176147907354734,0.9195979899497487,0.9099099099099099,0.9439252336448598
33,1,0.9111111111111111,0.9176147907354734,0.9195979899497487,0.9318181818181818,0.8913043478260869
34,0,0.9315068493150684,0.9253685503685504,0.9246231155778895,0.9444444444444444,0.918918918918919
34,1,0.9162011173184357,0.9253685503685503,0.9246231155778895,0.9010989010989011,0.9318181818181818
35,0,0.9162561576354681,0.9155364372469635,0.914572864321608,0.9393939393939394,0.8942307692307693
35,1,0.9128205128205129,0.9155364372469637,0.914572864321608,0.89,0.9368421052631579
36,0,0.9137055837563451,0.9154032747119466,0.914572864321608,0.9473684210526315,0.8823529411764706
36,1,0.9154228855721392,0.9154032747119466,0.914572864321608,0.8846153846153846,0.9484536082474226
37,0,0.9166666666666665,0.9192945219324843,0.9195979899497487,0.9263157894736842,0.9072164948453608
37,1,0.9223300970873786,0.9192945219324843,0.9195979899497487,0.9134615384615384,0.9313725490196079
38,0,0.918918918918919,0.9239703793872998,0.9246231155778895,0.9239130434782609,0.9139784946236559
38,1,0.9295774647887324,0.9239703793872998,0.9246231155778895,0.9252336448598131,0.9339622641509434
39,0,0.924731182795699,0.9284991909385114,0.9296482412060302,0.9555555555555556,0.8958333333333334
39,1,0.9339622641509433,0.9284991909385114,0.9296482412060302,0.908256880733945,0.9611650485436893
40,0,0.912280701754386,0.920020429009193,0.9246231155778895,0.9512195121951219,0.8764044943820225
40,1,0.9339207048458149,0.920020429009193,0.9246231155778895,0.905982905982906,0.9636363636363636
41,0,0.9310344827586207,0.9368743615934627,0.9396984924623115,0.9529411764705882,0.9101123595505618
41,1,0.9464285714285715,0.9368743615934627,0.9396984924623115,0.9298245614035088,0.9636363636363636
42,0,0.9126213592233011,0.9103850050658561,0.9095477386934674,0.9306930693069307,0.8952380952380953
42,1,0.90625,0.9103850050658562,0.9095477386934674,0.8877551020408163,0.925531914893617
43,0,0.9479166666666667,0.9495959595959595,0.949748743718593,0.978494623655914,0.9191919191919192
43,1,0.9514563106796116,0.9495959595959597,0.949748743718593,0.9245283018867925,0.98
44,0,0.9423076923076923,0.9400709219858155,0.9396984924623115,0.9514563106796117,0.9333333333333333
44,1,0.9368421052631578,0.9400709219858155,0.9396984924623115,0.9270833333333334,0.9468085106382979
45,0,0.9405940594059405,0.9399130786335153,0.9396984924623115,0.95,0.9313725490196079
45,1,0.9387755102040816,0.9399130786335153,0.9396984924623115,0.9292929292929293,0.9484536082474226
46,0,0.9349112426035503,0.9406301313628901,0.9447236180904522,0.9634146341463414,0.9080459770114943
46,1,0.9519650655021833,0.94063013136289,0.9447236180904522,0.9316239316239316,0.9732142857142857
47,0,0.9642857142857143,0.9591543513957308,0.9597989949748744,0.9642857142857143,0.9642857142857143
47,1,0.9540229885057472,0.9591543513957307,0.9597989949748744,0.9540229885057471,0.9540229885057471
48,0,0.9560975609756097,0.9553643724696356,0.9547738693467337,0.9702970297029703,0.9423076923076923
48,1,0.9533678756476685,0.9553643724696356,0.9547738693467337,0.9387755102040817,0.968421052631579
49,0,0.934065934065934,0.9381213227835261,0.9396984924623115,0.9550561797752809,0.9139784946236559
49,1,0.9444444444444444,0.938121322783526,0.9396984924623115,0.9272727272727272,0.9622641509433962
50,0,0.9489795918367346,0.9496969696969697,0.949748743718593,0.9587628865979382,0.9393939393939394
50,1,0.9504950495049505,0.9496969696969697,0.949748743718593,0.9411764705882353,0.96
51,0,0.9504950495049505,0.9503944174757282,0.949748743718593,0.9696969696969697,0.9320388349514563
51,1,0.9489795918367346,0.9503944174757282,0.949748743718593,0.93,0.96875
